content,score,sentimen,content_clean
jelek bgt mau ngaplod foto pasti gagal terus sebel jadinya,1,0,jelek bgt ngaplod foto gagal sebel
"Gak bisa login,,, payaaaah. Nyesel udah download..",1,0,gak login payaaaah nyesel udah download
Ko ga bisa ya buat masuknya klo lewat fb sama email. Tolong perbaiki,1,0,ko ga masuknya klo fb email perbaiki
"belum lama pakai sih, tapi bagus kok buat kalian yg masih bingung sama masalah kulit.",3,0,pakai sih bagus yg bingung kulit
"Duh gimana sih caranya?  Tolong bantuannya dong, kok punya ku ngga bsa d buka y?  Tolong di bantu ya biar bintangnya di tambah",1,0,duh gimana sih bantuannya ku ngga bsa d buka y bantu biar bintangnya
Membantu banget,3,0,membantu banget
Asli aplikasi jelek 😈 masa mau ke produk batiba keluar mulu .. Malah ngabisin kuota. Sori saya uninstal,1,0,asli aplikasi jelek produk batiba mulu ngabisin kuota sori uninstal
Masih baru download belom terlalu kenal ama aplikasinya,2,0,download belom kenal ama aplikasinya
"aku baru menggunakan aplikasi ini,sejauh ini sudah mengikuti beberapa survey....menunggu hasil dari point",3,0,aplikasi mengikuti survey menunggu hasil point
keren,3,0,keren
Di hape saya redmi 3 ga bisa dipakai aplikasinya.  G tau knp mau selfi g bisa. . udh coba instal 2x tetep g bisa . Knp y?,2,0,hape redmi ga dipakai aplikasinya g tau knp selfi g udh coba instal x tetep g knp y
"Dari tadi saya mau masuk lewat facebook dan email,tetap aja gak bisa masuk,kecewa🙁",2,0,masuk facebook email aja gak masuk kecewa
Coba dulu,3,0,coba
semogaaa banyak yang memakai apk inii,3,0,semogaaa memakai apk inii
Mulai suka Sama aplikasi ya Dan bermanfaat,1,0,suka aplikasi bermanfaat
"Sejauh ini aplikasinya bagus, membantu kita mengenal kulit",3,0,aplikasinya bagus membantu mengenal kulit
Jd tau kondisi kulit.. 😊,3,0,jd tau kondisi kulit
Udah download gak bisa masuk. Kan sebel,1,0,udah download gak masuk sebel
"g bisa login,g bisa buat akun",1,0,g login g akun
coba dulu,3,0,coba
Good lah,3,0,good
Tolong diperbaikin gi bikin kuota sedikit ja..(ga jelas),1,0,diperbaikin gi bikin kuota ja ga
Tiba2 keluar sendiri...pada saat lgi menunggu laporan trbaru dri trove skin..,2,0,lgi menunggu laporan trbaru dri trove skin
lebih ditingkatkan,3,0,ditingkatkan
Lumayan mengetahui kondisi kulit wajah dan skincare yang dianjurkan,3,0,lumayan kondisi kulit wajah skincare dianjurkan
"Kok rekomendasi produknya lama yaaa. 😔😔 Padahal app nya Uda bagus bisa identifikasi pori, pigmentasi, tekstur dll. Fast respon dong produknya",3,0,rekomendasi produknya yaaa app nya uda bagus identifikasi pori pigmentasi tekstur fast respon produknya
Kenapa tidak bisa masuk?,1,0,masuk
kesehatan,1,0,kesehatan
Ko aneh hasil brubh2 ga akurat! Trus soal produk apa udh pasti cocok?,2,0,ko aneh hasil brubh ga akurat trus produk udh cocok
sangat membantu,3,0,membantu
Baik,3,0,
"Aplikasinya enggak bisa dipake , anehh ..  Ngaibisin kuota aja",1,0,aplikasinya dipake anehh ngaibisin kuota aja
Lagi nyoba,3,0,nyoba
"Aplikasi bagus, tp percuma juga. Rekomendasi produk skincarenya ngak ada",3,0,aplikasi bagus tp rekomendasi produk skincarenya ngak
👍,3,0,
untuk sekarang aku kasih 3bintang dulu deh. klo menang aku kasih 5,3,0,kasih bintang deh klo menang kasih
Ya mayan,3,0,mayan
Bagus banget aplikasi nya,3,0,bagus banget aplikasi nya
kenap selalu memuat ulang ya? kalo uda bener aku kasih rat 5 tp ini gabisa masuk,1,0,kenap memuat ulang kalo uda bener kasih rat tp gabisa masuk
"deteksi kulit gagal terus, padahal dari pencahayaan sudah bagus sekali, auto langsung uninstall",1,0,deteksi kulit gagal pencahayaan bagus auto langsung uninstall
Lumayan,3,0,lumayan
bwow,3,0,bwow
Kok pas dibuka apk nya kok malah keluar ke home tolong di praibaiki,1,0,pas dibuka apk nya home praibaiki
Gak bisa masuk .... Pas menyambungkan lwad fb atw email app ny malah keluar ya ampuuuuuunnnnnn kuciwaa 😒😒😒😒,1,0,gak masuk pas menyambungkan lwad fb atw email app ny ampuuuuuunnnnnn kuciwaa
biasa aja,3,0,aja
Ckup mbntu,3,0,ckup mbntu
let's see a week this is work or not.,3,0,let s see a week this is work or not
coba satu dulu yah..,1,0,coba yah
cukup membantu,3,0,membantu
good,3,0,good
Selalu force close pas analisa. Bad app,1,0,force close pas analisa bad app
Msh dcba,3,0,msh dcba
Gak bisa login,1,0,gak login
Makin kesini makin kesel udh nuker reward ga dikirim kirim udah sebulan waktu nuker pertama juga masa harus email dulu,2,0,kesini kesel udh nuker reward ga dikirim kirim udah sebulan nuker email
Good,3,0,good
Bagus,3,0,bagus
rekomended,3,0,rekomended
Tidak beroperasi dengan baik,2,0,beroperasi
Aplikasi yg sangat membantu masalah perawatan kulit,3,0,aplikasi yg membantu perawatan kulit
😍,2,0,
Di coba bluk. Biar tau manfaat alikasi ini.☺️,3,0,coba bluk biar tau manfaat alikasi
"gimana cara login nya ??  udah 2x instal ini tapi ngga bisa login"" .. ckck",1,0,gimana login nya udah x instal ngga login ckck
Hadiahku gak dikirim :))))))),1,0,hadiahku gak dikirim
Padahal pori pori ku besar!!tapi kenapa dibilang bagus??,1,0,pori pori ku dibilang bagus
"Masalah kulit utama semuanya sama,jadi kayak kerasa kurang akurat, padahal udah dicoba di beberapa kulit berbeda dg org berneda tapi hasilnya masalah kulitnya sama, masalahnya di pori dan kulit kasar. Apa cuma aku yang begini? Tolong di maksimalkan ya trover :)😊",3,0,kulit utama kayak kerasa akurat udah dicoba kulit berbeda dg org berneda hasilnya kulitnya pori kulit kasar maksimalkan trover
Blm ada produknya,2,0,blm produknya
bagus untuk mengetahui skincare yg cocok di kulit serta masalah kulit,3,0,bagus skincare yg cocok kulit kulit
lumayan,3,0,lumayan
tidak ada,3,0,
"Lumayan tapi kadang kamera nggak berfungsi kaya biasanya, tingkatkan kualitas nya",3,0,lumayan kadang kamera berfungsi kaya tingkatkan kualitas nya
bagus,3,0,bagus
i like it,3,0,i like it
"Kok susah banget ya Selfi nya ada kesalahan mulu,gimana si cara nya?",2,0,susah banget selfi nya kesalahan mulu gimana si nya
"aplikasi ini sangat bagus, sangat membantu memperbaiki kesehatan kulit kita🤗",3,0,aplikasi bagus membantu memperbaiki kesehatan kulit
"Menurut saya, untuk applikasinya sudah bagus. tapi masih kurang dalam hal edukasi. kita dipandu dengan ditanya produk apa yang kita beli. tapi tidak di berikan step2 apa yang harus kita lakukan. selain itu sudah bagus.",3,0,applikasinya bagus edukasi dipandu produk beli step lakukan bagus
Nyesal uda download,1,0,nyesal uda download
lumayan,3,0,lumayan
"Mohon perbaiki soal Rekomendasi Produk, setiap membuka rekomendasi produk keluar sendiri",3,0,mohon perbaiki rekomendasi produk membuka rekomendasi produk
"Apl macam apani udh teh beberapa kali gabisa, dan pasti komennya di bales, maaf atas ketidak nyamanan anda kami telah memperbaiki kesalahan. apaan udh di perbaiki ko gitu lagi gitu lagi si mbanya",1,0,apl apani udh teh kali gabisa komennya bales maaf ketidak nyamanan memperbaiki kesalahan udh perbaiki ko gitu gitu si mbanya
Kenapa keluar sendiri setiap lagi analisis?,1,0,analisis
Kalo oke aku kasi bintang 5,3,0,kalo oke kasi bintang
ok,3,0,
bagus,3,0,bagus
Gimana caranya agar dapat hadiah ?,3,0,gimana hadiah
Mantep,3,0,mantep
membantu bgt jadi saya jdi tau tipe kulit saya,3,0,membantu bgt jdi tau tipe kulit
Bagus,3,0,bagus
Jelek .apknya bikin restar hp,1,0,jelek apknya bikin restar hp
Ih,3,0,ih
Loading lama saat menganalisa wajah saya. Sudah jaringan 4G ttp lemot,1,0,loading menganalisa wajah jaringan g ttp lemot
Mau nyoba dulu deh,3,0,nyoba deh
Aplikasi nyolong kuota aja..  Di download. Minta foto..  Pas analisa gak bisa alasan koneksi internet.. Klo kalian yg nipu jgn nyari alasan nyalahin org..  Klo gak bs analisa gak usah buat aplikasi seperti ini..  Gak berbobot..  Aplikasi cacat..,1,0,aplikasi nyolong kuota aja download foto pas analisa gak alasan koneksi internet klo yg nipu jgn nyari alasan nyalahin org klo gak bs analisa gak aplikasi gak berbobot aplikasi cacat
masih melihat apakah recommended atau tidak,3,0,recommended
Nice,3,0,nice
Cukup bermanfaat untuk mengetahui jenis kulit sendiri...,3,0,bermanfaat jenis kulit
Blum begitu tahu ttg app ini,3,0,blum ttg app
Lebih suka versi sebelum update karena sekarang udah ga ada analisis kulit lagi 👎,2,0,suka versi update udah ga analisis kulit
"baguss, kalo bisa produk yg di rekomendasikan ada produk lokal juga.",3,0,baguss kalo produk yg rekomendasikan produk lokal
"Cukup bagus, kurang efisien",3,0,bagus efisien
Ih kok aku blm dapet hadiah sih sebel,3,0,ih blm dapet hadiah sih sebel
Saran Produknya belom ada,1,0,saran produknya belom
lumayan sih tapi kadang gak bisa upload skincare yang aku pakai,1,0,lumayan sih kadang gak upload skincare pakai
Good,3,0,good
lumayan bagus si apknya,3,0,lumayan bagus si apknya
ntap,2,0,ntap
good,3,0,good
semoga memberi hasil terbaik. hehe,3,0,semoga hasil terbaik hehe
"lumayan membantu, kita bisa tau produk kecantikan yg cocok dengan kulit kita.",3,0,lumayan membantu tau produk kecantikan yg cocok kulit
Tidak bagus susah masuk ya 👎👎 gak suka dengan aplikasi ini.. Nyesel dwondlot nya..,1,0,bagus susah masuk gak suka aplikasi nyesel dwondlot nya
"Wajahku penuh jerawat dan flek tapi kenapa hasilnya wajahku katanya mulus 
dan bebas flek gimana coba ni aplikasinya",2,0,wajahku penuh jerawat flek hasilnya wajahku mulus bebas flek gimana coba ni aplikasinya
👍👍,3,0,
Coba duluuu,3,0,coba duluuu
Lumyn,3,0,lumyn
Baru nyoba make,3,0,nyoba make
lumayan lah,3,0,lumayan
Eror terus ga bisa analisa... Udah dicoba berkali2 tetep eror,1,0,eror ga analisa udah dicoba berkali tetep eror
"belum lama pakai sih, tapi bagus kok buat kalian yg masih bingung sama masalah kulit.",3,0,pakai sih bagus yg bingung kulit
"Kesel gk bisa ngulas tntang wajah terus, aplikasinya mkin jelek Sekalinya bisa analisa wajah, malah errror masa dianggap 28 tahun, padahal masih 15 tahun usia saya...gimana sihh",1,0,kesel gk ngulas tntang wajah aplikasinya mkin jelek sekalinya analisa wajah errror dianggap usia gimana sihh
Nice,3,0,nice
"Kenapa gak bisa log in,gagal terus.. Tolong d perbaiki donk",1,0,gak log in gagal d perbaiki donk
Nice,3,0,nice
"Bagus, tapi sayangnya ngga ofline sih... Coba aja klo ofline kan lbh mudah dan klo bisa aku tambabin rating nya",3,0,bagus sayangnya ngga ofline sih coba aja klo ofline lbh mudah klo tambabin rating nya
"Lama bgt loadingnya, udah beberapa kali coba gak bisa analisa padahal udah pake wifi 😏",1,0,bgt loadingnya udah kali coba gak analisa udah pake wifi
Permainan  nya keluar trus,1,0,permainan nya trus
bagus aplikasinya👍,3,0,bagus aplikasinya
"Aplikasinya bagus, kita jadi tau jenis kulit kita dan masalah kulit yang kita alami",3,0,aplikasinya bagus tau jenis kulit kulit alami
3 dulu,3,0,
aku baru install aplikasinya sukaaaaaa,2,0,install aplikasinya sukaaaaaa
Lumayan,3,0,lumayan
bgus,3,0,bgus
Aplikasi nya buat marah saja,1,0,aplikasi nya marah
Umur kulit nya bener ga yah?,3,0,umur kulit nya bener ga yah
wahhhhhhhhhhhhh,3,0,wahhhhhhhhhhhhh
suka,1,0,suka
Mantap,3,0,mantap
Bagus untuk mengontrol kulit kita di setiap harinya.,3,0,bagus mengontrol kulit harinya
bagus si cuman point nya gak bisa dituker sama skincare:(,3,0,bagus si cuman point nya gak dituker skincare
bagussd,3,0,bagussd
jadi tau jenis kulit kita,3,0,tau jenis kulit
Kulit ku pori pori nya gede ada beberapa jerawat juga dan tekstur nya berantakan. Tapi analisis kulit nya malah sangat baik. Gimana sih,2,0,kulit ku pori pori nya gede jerawat tekstur nya berantakan analisis kulit nya gimana sih
muka gw buluk knp skincare mahal sebel dah,3,0,muka gw buluk knp skincare mahal sebel dah
"Sangat bagus..untuk mengetahui masalah pada kulit kita,dan cara mengatasi nyaa",3,0,bagus kulit mengatasi nyaa
Hmm apaya apaya apaya,3,0,hmm apaya apaya apaya
Aplikasi nya tidak bisa terbuka sempurna,3,0,aplikasi nya terbuka sempurna
"sampah, ngulang mulu daritadi",1,0,sampah ngulang mulu daritadi
niceeee,1,0,niceeee
guut,3,0,guut
Harus di tinggal kan lagi,3,0,tinggal
Gmn hps nya ini,1,0,gmn hps nya
kaet gawe menn wedi aku,2,0,kaet gawe menn wedi
bagus apk nya. jd tau tipe kulit kita kek gmn,3,0,bagus apk nya jd tau tipe kulit kek gmn
klo upload foto eror terus.. ga suka,2,0,klo upload foto eror ga suka
kok ku coba untuk foto kok ga bisa kak,3,0,ku coba foto ga kak
Kenapa kok di bagian produk untuk saya tdk bs di buka yaa...?? Saya penasaran bgt soalnya,3,0,produk tdk bs buka yaa penasaran bgt
membantu,3,0,membantu
Baik,3,0,
Good,3,0,good
Coba dulu lah,3,0,coba
Bagusss,3,0,bagusss
cukup baik,3,0,
Makin kesini makin kesel soalnya tiap penukaran hadiah selalu gabisa dikonfirmasi. Padahal di jam tepat buat ngisi formulir. Jadi kehabisan,2,0,kesini kesel penukaran hadiah gabisa dikonfirmasi jam ngisi formulir kehabisan
"Tidak pernah berhasil login, selalu kembali ke halaman utama tanpa alert atau pop up apapun",1,0,berhasil login halaman utama alert pop up apapun
Kenapa gak bisa log in dgn email yg sudah pernah dipakai? Kecewa deh,3,0,gak log in dgn email yg dipakai kecewa deh
Saya masih pengguna baru jadi saya belum begitu mengrti. Tetapi sejauh ini saya mendapat banyak pengalaman,3,0,pengguna mengrti pengalaman
aplikasinya bagus ngebantu bangat tapi sayangnya hadiahnya ga selalu ready,3,0,aplikasinya bagus ngebantu bangat sayangnya hadiahnya ga ready
"Bagus, ku beri bintang lima kalau recomendasi produknya udah bisa tampil.",3,0,bagus ku bintang recomendasi produknya udah tampil
Ko Saya Ngga Bisa Login 2 Ya,3,0,ko ngga login
Udh di ulang download masih aja dapet ErrorMessage Unexpected exception null pas selesai selfie. padahal sinyal ku lancar jaya 😑,1,0,udh ulang download aja dapet errormessage unexpected exception null pas selesai selfie sinyal ku lancar jaya
Lebih enak yang dulu,2,0,enak
Gangerti,3,0,gangerti
🤙,2,0,
baik,3,0,
"Ga suka ah, awalnya aku bingung kenapa skornya tetep 84 mau aku ubah ekspresi kaya gimana pun, terus hasil trace-an nya ga sama kaya wajahnya pigmentasi nya dimana yang ditrace dimana, akhirnya karena penasaran aku coba pake wajah pahlawan di uang, dan voila hasilnya sama 84._. kalo bikin app yang bener napa. So my review on this app is :  This app is fake don't ever download this",1,0,ga suka ah bingung skornya tetep ubah ekspresi kaya gimana hasil trace an nya ga kaya wajahnya pigmentasi nya ditrace penasaran coba pake wajah pahlawan uang voila hasilnya kalo bikin app bener napa so my review on this app is this app is fake don t ever download this
"kenapa setiap mau analisis setelah foto erorr terus, udah coba berkali kali tetep aja gak bisa. tolong di perbaiki",2,0,analisis foto erorr udah coba berkali kali tetep aja gak perbaiki
gak bisa rubah ke bahasa indonesia ya???,3,0,gak rubah bahasa indonesia
Susah banget bikin account nya,1,0,susah banget bikin account nya
Baru mau coba aplikasi ini.... Semoga hasilnya memuaskan yah.... 😊😊😊,1,0,coba aplikasi semoga hasilnya memuaskan yah
Untuk analisis kulitnya selalu gagal,3,0,analisis kulitnya gagal
"Kenapa gak bisa login ya, terus kenapa sering aplikasi telah berhenti?",2,0,gak login aplikasi berhenti
"Menyenangkan, tp blm lihat hasilnya",3,0,menyenangkan tp blm lihat hasilnya
"Aplikasi yg bagus krn dgn aplikasi ini kita bisa tau kondisi kulit kita seperti apa, selain itu jg aplikasi ini bisa merekomendasikan produk apa yg cocok dgn kulit kita, sygnya hadiahnya gak pernah ada jdnya rugi ngumpulin poin yg udh bejibun",3,0,aplikasi yg bagus krn dgn aplikasi tau kondisi kulit jg aplikasi merekomendasikan produk yg cocok dgn kulit sygnya hadiahnya gak jdnya rugi ngumpulin poin yg udh bejibun
"kok umurnya berubah"" ya aku coba foto lagi berubah lagi ..kenapa ya?",3,0,umurnya berubah coba foto berubah
"Aplikasinya bagus,jadi bisa mendeteksi jenis kulit kita dan memberi skincare terbaik,semenjak pake apk ini kulit ak jdi makain baik",3,0,aplikasinya bagus mendeteksi jenis kulit skincare terbaik semenjak pake apk kulit ak jdi makain
coba dulu,3,0,coba
semoga bisa bermanfaat,3,0,semoga bermanfaat
"Saya baru menginstal aplikasi,jadi masih mencoba ,semoga aplikas ini membantu perawatan kulit saya ,bintangnya sya kasih 2 aja ya",2,0,menginstal aplikasi mencoba semoga aplikas membantu perawatan kulit bintangnya sya kasih aja
Try first,3,0,try first
대박,3,0,
Baik,3,0,
"Maaf ya diubah Setelah di-update jadi g srek Lebih bagus versi lama, simple n menyeluruh",3,0,maaf diubah update g srek bagus versi simple n
"Apaan sihhhhh, jangan Download aplikasi ini aku pasti in yang downlod pasti 
nyesel,,,,.. Dan satu lagi aku punya pertanyaan ""kenapa saat di foto, foto 
tersebut nggak bisa dianalisa itu yg bikin aplikasi ini dapat ulasan jelek """,2,0,sihhhhh download aplikasi in downlod nyesel foto foto dianalisa yg bikin aplikasi ulasan jelek
Baru nyoba aplikasi ini,3,0,nyoba aplikasi
Nggak bisa dibukak,1,0,dibukak
okeh,3,0,okeh
Lumayan,3,0,lumayan
"Dari awal main, sampe sekarang. Mau nuker reward nya , hadiah skincarenya ga pernah ada dong. Poin udah banyak gini, sampe sekarang ga muncul muncul!!",1,0,main sampe nuker reward nya hadiah skincarenya ga poin udah gini sampe ga muncul muncul
bagus untuk memantau kulit wajah,3,0,bagus memantau kulit wajah
Aplikasi nya lumayan bagus tapi kalo bisa tambahin produk kecantikan yg cocok sesuai kecocokan pengguna,3,0,aplikasi nya lumayan bagus kalo tambahin produk kecantikan yg cocok sesuai kecocokan pengguna
Aplikasinya sudah diinstal akan tetapi saat mau dbuka alikasinya ga bisaa,2,0,aplikasinya diinstal dbuka alikasinya ga bisaa
Membantu untuk tau jenis kulit kita,3,0,membantu tau jenis kulit
Good apps,3,0,good apps
Lumayan,3,0,lumayan
nice,2,0,nice
Hahalaaahh booongan ini...masa saya foto 4 orang..dengan kulit berbeda hasil nilainya sama aja 94...penipuan biar beli produk itu....,2,0,hahalaaahh booongan foto orang kulit berbeda hasil nilainya aja penipuan biar beli produk
Semoga dapet produk gratis nye hehe,3,0,semoga dapet produk gratis nye hehe
"Yg jelas nyesel bnget dah download ni apk, gk bs d gunain. Stlah selfie hasil pendeteksian gk kunjung muncul pas coba ulang mlh koneksi internet nya la yg gk bagus, pdhl internet lancar jaya.. huuh nyeselllllllll menuhin ram doank dc",1,0,yg nyesel bnget dah download ni apk gk bs d gunain stlah selfie hasil pendeteksian gk kunjung muncul pas coba ulang mlh koneksi internet nya la yg gk bagus pdhl internet lancar jaya huuh nyeselllllllll menuhin ram doank dc
"Untuk pertama kali mencoba aplikasi ini sesuai dengan deskripsi, tapi masih memantau untuk kedepannya",3,0,kali mencoba aplikasi sesuai deskripsi memantau kedepannya
Sangat bagus,3,0,bagus
Bagua,3,0,bagua
Kok gak bisa log in kenapa ya? Padahal udah pakai email dan FB,2,0,gak log in udah pakai email fb
aplikasinya bagus tapi yang baru ini bikin bingunh,3,0,aplikasinya bagus bikin bingunh
Untuk membuka aplikasi kameranya saja sudah tak bisa,2,0,membuka aplikasi kameranya
Aneh,2,0,aneh
wew,3,0,wew
Nyoba download dulu,3,0,nyoba download
Kok aq blum bisa dapat memasukan produk yg cocok dgn kulit ku ... Dari tadi gagal terus ... Selalu bilang menunggu produk tersedia,3,0,aq blum memasukan produk yg cocok dgn kulit ku gagal bilang menunggu produk tersedia
sip,3,0,sip
Bagus,3,0,bagus
"Ketika login tidak bisa selalu di katakan terjadi error yang tidak di 
ketahui baik login dengan facebook maupun email",1,0,login error ketahui login facebook email
Aplikasi yg baik untuk memantau dn menganalisis kulit. Tp analisisnya msh kurang akurat,3,0,aplikasi yg memantau dn menganalisis kulit tp analisisnya msh akurat
lumayan lah buat nambah pengetahuan skincare,3,0,lumayan nambah pengetahuan skincare
"Kecewa, sudah jarang up hadiah lagi",3,0,kecewa jarang up hadiah
"masih bingung, umurku masih remaja tapi kok katanya udh 30+",3,0,bingung umurku remaja udh
Lumayan,3,0,lumayan
Masih proses (gatau juga sih mau nulis apa wkwk),3,0,proses gatau sih nulis wkwk
app ini cukup bagus,3,0,app bagus
"Aku gk phm, apa itu mksd dr sangat baik, luar biasa sm tnda sgtiga hijau ke , sm segitiga merah ke bawah bntk nya",3,0,gk phm mksd dr sm tnda sgtiga hijau sm segitiga merah bntk nya
aplikasi yang bagus,3,0,aplikasi bagus
Bagus bangetttt bisa ngasih saran dan cara pencegahannya gmn syukadeh,3,0,bagus bangetttt ngasih saran pencegahannya gmn syukadeh
Mari kita coba,3,0,coba
"ada solusi gak gimana caranya agar wajah ke deteksi di aplikasinya? soalnya aku coba berulangkali gabisa muluu. padahal aturannya sudah aku ikutin. tolong dong yg bisa, tolong reply komennku ya🙏🙏 terimakasih yg sudah membantu",3,0,solusi gak gimana wajah deteksi aplikasinya coba berulangkali gabisa muluu aturannya ikutin yg reply komennku terimakasih yg membantu
ko gabisa kebuka ya??,1,0,ko gabisa kebuka
Masih mencoba,1,0,mencoba
"Katanya kalo undang temen bisa dapet point 50 tapi kpk ngga dapet dapet???? Padahal udah banyak temen saya pake apk ini gara gara link say, gimana sih?!",3,0,kalo undang temen dapet point kpk ngga dapet dapet udah temen pake apk gara gara link say gimana sih
"aku kasih 3 dlu untk saat ini baik cuma kadang umur ku knp sll b+ sbnr ny kn yg di bahas cuma kulit knp umur juga ikt meningkat apa kah harus bgitu ,di perbaiki lagi supya lbh maksimal lagi",3,0,kasih dlu untk kadang umur ku knp sll b sbnr ny kn yg bahas kulit knp umur ikt meningkat bgitu perbaiki supya lbh maksimal
Apaan difoto berulang ulang tapi gak bisa malah minta foto ulabg lagi lagi dan lagiii,1,0,difoto berulang ulang gak foto ulabg lagiii
Masih baru nyoba katanya si bagus,3,0,nyoba si bagus
Lumayan soalx baru aja coba nie aplikasi,3,0,lumayan soalx aja coba nie aplikasi
"Saya baru instal App ini, semoga bermanfaat",3,0,instal app semoga bermanfaat
Dwonload aplikasi ini karena thread dri twitter dn ktnya bagus,3,0,dwonload aplikasi thread dri twitter dn ktnya bagus
Ko gabisa login :(,2,0,ko gabisa login
Saya merasakan aplikasi ini bermanfaat sekali,3,0,merasakan aplikasi bermanfaat
Lohh kok apk nya mlh ga bisa dibuka yaa...setiap mau dibuka mlh kembali trosss ini yg rusak hp aku apa apkNya sihh.,1,0,lohh apk nya mlh ga dibuka yaa dibuka mlh trosss yg rusak hp apknya sihh
"Sy tidak bilang jelek sih,  cuma di sy aplikasi ini gak bisa dipakai sama sekali pada saat daftar sih bisa pas mau analisa wajah tidak bisa selalu Loading. Jdi ku hapus deh aplikasinya, pemborosan kuota jg krn pada saat instal ukuran aplikasi ini besar.",1,0,sy bilang jelek sih sy aplikasi gak dipakai daftar sih pas analisa wajah loading jdi ku hapus deh aplikasinya pemborosan kuota jg krn instal ukuran aplikasi
2x download gk bisa di install..,1,0,x download gk install
Gabisa di upload lho,2,0,gabisa upload lho
Payah,1,0,payah
"Kadang bingung sih kalo hasil analisis kulit, masa kalau persentase nya semakin tinggi umurnya semakin tua. pdhl kan persentase yg tinggi harusnya terlihat lebih baik",3,0,kadang bingung sih kalo hasil analisis kulit persentase nya umurnya tua pdhl persentase yg
"bagus, tapi lbh bagus lagi kalo ad perincian detail soal jerawat",3,0,bagus lbh bagus kalo ad perincian detail jerawat
"baru pertama nyobain,semoga bisa",3,0,nyobain semoga
Bagus,3,0,bagus
kurang menarik,1,0,menarik
bintang 3 dulu,3,0,bintang
"Cukup bagus karena dengan aplikasi ini kita bisa tau jenis kulit dan apa aja permasalahan kulit kita, mantulll dehh",3,0,bagus aplikasi tau jenis kulit aja permasalahan kulit mantulll dehh
lumayan membantu,3,0,lumayan membantu
Fungsi upload produk skincare rutin apa ya?,2,0,fungsi upload produk skincare rutin
Susah Masuk,2,0,susah masuk
"Aplikasinya bagus, pilih produk skincare ndak confused lagi karena dengan aplikasi ini kita bisa tahu jenis kulit kita 😊",3,0,aplikasinya bagus pilih produk skincare ndak confused aplikasi jenis kulit
baru mencobanya,3,0,mencobanya
karena baru download aplikasinya aq kasih dua dulu nnti klo hasilnya lebih baik lgi boleh di tambah lgi 👍,2,0,download aplikasinya aq kasih nnti klo hasilnya lgi lgi
Bagus saya suka ... hanya sering saja tidak pas hasilnya ..,3,0,bagus suka pas hasilnya
Astagfirullah baru dwonload dk bisa digunakan,1,0,astagfirullah dwonload dk
lumayan membantu,3,0,lumayan membantu
"Aplikasinya lumayan sih, dibilang berpengaruh banget ya ga terlalu gitu",3,0,aplikasinya lumayan sih dibilang berpengaruh banget ga gitu
tolong apakah troveskin tidak bisa digunakan untuk menukar koin dengan skincare seperti dulu?,1,0,troveskin menukar koin skincare
suka Sama aplikasi nya Cuman kadang Kalau Di ulangi Lagi cek Hasil kulit Kita suka beda hasil skornya kamera depanya hanya Bisa depan saja,3,0,suka aplikasi nya cuman kadang ulangi cek hasil kulit suka beda hasil skornya kamera depanya
kemarin saya mau tukar poin dg reward tapi ternyata hadiah hanya dikirim area jabodetabek. sampai sekarang poinnya tidak bisa kembali. menyesal tukar poin padahal hadiah tidak akan dikirim :(,1,0,kemarin tukar poin dg reward hadiah dikirim area jabodetabek poinnya menyesal tukar poin hadiah dikirim
Bagus,2,0,bagus
like it,3,0,like it
nyoba dulu,3,0,nyoba
Aplikasi kurang bermanfaat,2,0,aplikasi bermanfaat
bad gateway mulu,1,0,bad gateway mulu
Sangat mengerti tentang permasalahan kulit,3,0,mengerti permasalahan kulit
mantaps sekali,3,0,mantaps
nyoba :') bgs,3,0,nyoba bgs
Dapat pointnya lama,3,0,pointnya
"Lumayan tapi menganalisa nya kurang!!masa saya dibilang umurnya22tahun 
padahal saya masih 13 tahun",3,0,lumayan menganalisa nya dibilang umurnya
Bagus,3,0,bagus
"kak, kok ga bisa di download :(",2,0,kak ga download
Setiap mau analisis kulit selalu gagal tidak bisa terupload,3,0,analisis kulit gagal terupload
Keluar sendiri,1,0,
good,3,0,good
Koq pas di pencet masuk dengan Facebook kembali ters 😞,3,0,koq pas pencet masuk facebook ters
Belum maksimal seribg force close,2,0,maksimal seribg force close
Lumayan jd bs lebih tau perkembangan,3,0,lumayan jd bs tau perkembangan
bagis,1,0,bagis
gimana si cara memakai nya,1,0,gimana si memakai nya
sejauh ini baru download saya cukup terkesan sama aplikasinya. jadi kasih bintang 3 dulu ya :),3,0,download terkesan aplikasinya kasih bintang
aku kasih 3 dulu yaa. dicoba dulu aplikasi nya,3,0,kasih yaa dicoba aplikasi nya
Setiap ingin pencet recomendasi produk selalu keluaf,1,0,pencet recomendasi produk keluaf
Sangat membantu,3,0,membantu
Hasil analisa kulit samaaaa semua. Mau foto muka selalu gabisa diteksi -_- surveinya banyak tapi pengguna cmn dpt 3 point yang useless,1,0,hasil analisa kulit samaaaa foto muka gabisa diteksi surveinya pengguna cmn dpt point useless
very useful to see what kind of face skin,3,0,very useful to see what kind of face skin
sangat membabtu untuk melihat progress kesehatan kulit,3,0,membabtu progress kesehatan kulit
baru coba,3,0,coba
Baguuuss aplikasi nya,3,0,baguuuss aplikasi nya
"Serve error ,try again sampe tua",2,0,serve error try again sampe tua
lumayan,2,0,lumayan
Sejauh ni msih ckup baik,3,0,ni msih ckup
